Call_ID,Transcript,Extracted_Event,Location,Sentiment,Urgency_Score,Extracted_Names,Urgency_Phrases,Audio_File,Event_Source,Event_Confidence,Location_Source,Location_Confidence,Sentiment_Urgency_Source,Metadata_Title,Metadata_Description
C071,"I'm sorry. I'm sorry. I'm sorry. I'm sorry. Get out of order. Things? Yes, ma'am.",Missing person / abduction,"Hickory, North Carolina",Concerned,0.56,sorry,None detected,911_first6sec/call_89_0.wav,Metadata,0.75,Metadata description,0.82,Transcript + incident context,Kidnapping call,"– In Oct. 2010 the father of a 10 year-old girl dialed 911 in Hickory (NC) to report his daughter had been kidnapped, and that he found a ransom note. Adam Baker said an arson fire set by the kidnappers likely distracted him. However, within days police were skeptical of Baker and his wife’s story."
C072,"and they can. Okay, what do you need to play?",Homicide / death investigation,Louisiana,Distressed,0.66,Unknown,None detected,911_first6sec/call_90_0.wav,Metadata,0.75,Metadata state,0.72,Transcript + incident context,Murder,"– In Aug. 2010 a Shreveport man shot and killed his stepson as the victim’s mother was on the line with a 911 dispatcher. Harold Free said he stepson was attacking him and that he shot in self-defense, but he was charged with the second-degree murder of Terry Johniken."
C073,"Yes, I need to please, please, at my house. Flatt us. I think we need an ambulance.",Homicide / death investigation,Utah,Distressed,0.66,Unknown,ambulance; please,911_first6sec/call_91_0.wav,Metadata,0.79,Metadata state,0.72,Transcript + incident context,Child murders,"– In Oct. 2010 a Layton (Utah) man dialed 911 after finding his wife behaving erractically, and his two children cold. Kenneth Warhola believed his wife suffered psychiatric problems and killed their 7 and 8 year-old daughters. Police arrived and arrestd Sun Cha Warhola for murder, alleging she strangled the children."
C074,Okay. We need a person back in the meat department to get out of the meat.,Shooting / gun violence,Iowa,Concerned,0.63,Unknown,None detected,911_first6sec/call_92_0.wav,Metadata,0.75,Metadata state,0.72,Transcript + incident context,Officer-involved shooting,"– In Oct. 2010 a Boone (Iowa) grocery store meat-cutter began acting erratically, and co-workers dialed 911 when he began waving a knife. An arriving officer unsuccessfully used a Taser, and then fatally shot the man when he refused to put down the knife. A dispatcher told one caller to find the man within the store."
C075,What do you need? You need the police? You need the police.,Medical emergency,"Barnstable County, Massachusetts",Concerned,0.53,Unknown,police,911_first6sec/call_93_0.wav,Metadata,0.75,Metadata description,0.76,Transcript + incident context,Woman choking,"– In Sept. 2010 a Mashpee (Mass.) woman choked on a marshmellow, and her fiancée Brent McFarland dialed 911 for help. A Barnstable County dispatcher trained in EMD by APCO mentioned the Heimlich maneuver, but didn’t explain how to perform it. There were several 2-minute periods of silence and unresponsiveness from the dispatcher. The woman died at the hospital after a lengthy response complicated by address confusion."
C076,"Somebody go into my house, there's a house there. What's your address? Yeah, but...",Burglary / robbery / intruder,Washington,Concerned,0.47,Unknown,None detected,911_first6sec/call_94_0.wav,Metadata,0.79,Metadata state,0.72,Transcript + incident context,911 call from closet,– In Nov. 2010 a Puyallup (Wash.) woman dialed 911 from a closet after hearing someone break into her home mid-morning. Puyallup PD dispatcher Dorene Strange answered the call and expertly asked questions and reassured the caller.
C077,We just got a lot of to come apart. I'm making it with a gun. Shot one of our employees. And uh...,Shooting / gun violence,North Carolina,Distressed,0.65,making it with,shot; gun,911_first6sec/call_95_0.wav,Transcript + metadata,0.72,Metadata state,0.72,Transcript + incident context,Robbery-murder,"– In Nov. 2010 two men entered a Fayetteville (NC) pawn shop to rob it, and fatally shot a 19 year-old clerk. Other employees dialed 911, along with a woman who witnessed the suspects leave the shop."
C078,My dad is fell in the floor and his visor is in,Building fire,"Henderson County, North Carolina",Concerned,0.59,Unknown,None detected,911_first6sec/call_96_0.wav,Metadata,0.79,Metadata description,0.76,Transcript + incident context,Carbon monoxide,"– In Nov. 2010 a Flat Rock (NC) family was overcome by carbon monoxide from a base generator, and a young girl dialed 911 at 5 a.m. to say her father was semi-conscious. Henderson County 911 dispatcher Ondrea Baker took the call, which eventually disconnected. Baker called back and talked to the girl, who said everything was OK. After ending the call, Baker decided to dispatch a deputy to investigate, and the deputy found the family semi-conscious. They all recovered."
C079,"Oh, my mom's actually doctor. You're not at the doctor. Are you there alone?",Rescue / person trapped,"Volusia County, Florida",Concerned,0.55,Unknown,None detected,911_first6sec/call_97_0.wav,Metadata,0.79,Metadata description,0.76,Transcript + incident context,Home alone,"– In Nov. 2010 a 4 year-old boy dialed 911 from his Deltona (Fla.) home to say he was trying to find his mother, who had left him by himself. A Volusia County dispatcher questioned the boy and deputies responded to arrest the mother, who showed up later."
C080,I'm not going to want to miss that show right up. I'm going to take a look and I'm going to wipe them.,Public safety / unusual incident,"Orange County, California",Calm,0.27,not going to; going to take; going to wipe,None detected,911_first6sec/call_98_0.wav,Metadata,0.72,Metadata description,0.76,Transcript + incident context,Pursuit 911,"– In Nov. 2010 a 19 year-old man failed to pull over for Orange County sheriff’s deputies, and he dialed 911 to curse and yell at the dispatcher. Eventually deputies set out stop-sticks and the chase ended."
C081,"Oh, that's a thing. I'm assuming. Who's been shot, man? I'll be right.",Homicide / death investigation,Florida,Distressed,0.66,assuming,shot,911_first6sec/call_99_0.wav,Metadata,0.75,Metadata state,0.72,Transcript + incident context,neighbor,"Murder-suicide – In Nov. 2010 a Stone Island (Fla.) man shot his estranged wife and her 71 year-old father, then killed himself. Before the suicide Kelly Roehrick called a friend to come get his 11 year-old daughter, who had run from the house to a neighbor. Two 911 calls were made, one by a"
C082,one.,Traffic collision,Indiana,Concerned,0.49,Unknown,None detected,911_first6sec/call_100_0.wav,Metadata,0.79,Metadata state,0.72,Transcript + incident context,Car into pond,"– In Dec. 2010 an Indianapolis (Ind.) woman skidded her car on ice, and it went into a retention pond off the highway. Elizabeth Perez, 23, dialed 911 for help , and two arriving officers jumped into the cold water to rescue her."
C083,This is the book will be a bank of 1302 with the I should have seen my clothes on. We're being robbed.,Burglary / robbery / intruder,"Volusia County, Florida",Concerned,0.47,the book will,None detected,911_first6sec/call_101_0.wav,Metadata,0.72,Metadata description,0.76,Transcript + incident context,Bank robbery,"– In Dec. 2010 a man just-released from federal prison walked into a Volusia County (Fla.) bank, said he had a bomb and Taser, and robbed it. An alert teller dialed 911 and police met the suspect as he exited the bank."
C084,"Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh",Stabbing / assault,Wisconsin,Concerned,0.59,Unknown,None detected,911_first6sec/call_102_0.wav,Metadata,0.72,Metadata state,0.72,Transcript + incident context,Tongue bitten off,"– In Dec. 2010 a Sheboygan (Wisc.) woman bit off a part of her husband’s tongue, and he dialed 911 and tried to communicate with the dispatcher."
C085,"Yes, we're at the Nelson building and there's some men here with the dogs to do the same into the board meeting. Okay, you're at the...",Shooting / gun violence,Florida,Concerned,0.63,Unknown,None detected,911_first6sec/call_103_0.wav,Metadata,0.79,Metadata state,0.72,Transcript + incident context,School board shooting,"– In Dec. 2010 a man entered a Panama City (Fla.) school board meeting, brandished a gun and shot at a board member. A school district security officer then shot and wounded the man, who then shot himself. A woman fled the room when the man entered, and dialed 911 as she watched the room via video, not realizing it was a delayed feed on the Internet."
C086,"Listen, will we be in the room? Okay, so come on, pass my seatbelt. You gotta attack my seatbelt.",Domestic disturbance,Connecticut,Concerned,0.42,Unknown,None detected,911_first6sec/call_104_0.wav,Metadata,0.79,Metadata state,0.72,Transcript + incident context,Parents stabbed,"– In Dec. 2010 a Yale couple were seriously stabbed in their home, and the husband later died. The wife dialed 911, and shortly after her 18 year-old daughter called 911 from the basement, saying she was too scared to go upstairs to investigate her parents’ screaming. Police later arrested Tia Skinner, her boyfriend and another male for the stabbings and murder."
C087,See? Thank you.,Domestic disturbance,Connecticut,Concerned,0.42,Unknown,None detected,911_first6sec/call_104_1.wav,Metadata,0.79,Metadata state,0.72,Transcript + incident context,Parents stabbed,"– In Dec. 2010 a Yale couple were seriously stabbed in their home, and the husband later died. The wife dialed 911, and shortly after her 18 year-old daughter called 911 from the basement, saying she was too scared to go upstairs to investigate her parents’ screaming. Police later arrested Tia Skinner, her boyfriend and another male for the stabbings and murder."
C088,"I'm locked in the field, I don't know if I can't. You're walking in the field, okay, I need to just stop, okay, I'm gonna try to decide.",Rescue / person trapped,"Green Lake County, Wisconsin",Concerned,0.55,locked in the; gonna try to,None detected,911_first6sec/call_105_0.wav,Metadata,0.72,Metadata description,0.76,Transcript + incident context,Snowstorm rescue,"– In Dec. 2010 a Green Lake County (Wisc.) couple slid off the highway enroute home, then decided to walk across a field to home. However, they became lost in a snowstorm and dialed 911 for help. The sheriff’s dispatcher told the couple to dig into the snow for shelter, and then gave the cellular phone’s latitude and longitude to deputies, who used a GPS device to locate Courtney Martinez and her fiancé Adam after two hours."
C089,"I'm going to get the emergency. Somebody just set the police up at the... I'll put the address, ma'am.",Shooting / gun violence,"Orange County, California",Concerned,0.63,going to get,emergency; police,911_first6sec/call_106_0.wav,Metadata,0.75,Metadata description,0.76,Transcript + incident context,Deputy shooting,"– In Dec. 2010 Orange County Deputy Brandon Coates was shot and killed by the driver of a vehicle he pulled over, who apparently had loot from a burglary in his truck. The suspect later shot and killed himself. The tapes include several 911 calls from citizens, and the car stop radio transmission from Coates."
