Incident_ID,Source,Event,Location,Time,Severity,Source_Record_ID,Detail
IMG-054,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_054,
IMG-055,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_055,
IMG-056,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_056,
IMG-057,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_057,
IMG-058,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_058,
IMG-059,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_059,
IMG-060,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_060,
IMG-061,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_061,
IMG-062,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_062,
IMG-063,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_063,
IMG-064,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_064,
IMG-065,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_065,
IMG-066,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_066,
IMG-067,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_067,
IMG-068,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_068,
IMG-069,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_069,
IMG-070,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_070,
IMG-071,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_071,
IMG-072,Image,Fire Scene,Scene photograph,Unknown,High,IMG_072,fire:1.00
IMG-073,Image,Fire and Smoke Scene,Scene photograph,Unknown,High,IMG_073,bus:0.30; fire:1.00; person:0.72; smoke:0.99; truck:0.32
IMG-074,Image,Fire and Smoke Scene,Scene photograph,Unknown,High,IMG_074,fire:1.00; person:0.66; smoke:1.00
IMG-075,Image,Fire Scene,Scene photograph,Unknown,High,IMG_075,car:0.29; fire:1.00
IMG-076,Image,Fire and Smoke Scene,Scene photograph,Unknown,High,IMG_076,fire:1.00; smoke:1.00
IMG-077,Image,Fire and Smoke Scene,Scene photograph,Unknown,High,IMG_077,fire:1.00; person:0.79; smoke:1.00
IMG-078,Image,Fire Scene,Scene photograph,Unknown,High,IMG_078,fire:1.00; person:0.38
IMG-079,Image,Fire and Smoke Scene,Scene photograph,Unknown,High,IMG_079,fire:1.00; person:0.90; smoke:1.00
IMG-080,Image,Fire Scene,Scene photograph,Unknown,High,IMG_080,fire:1.00
IMG-081,Image,Smoke Scene,Scene photograph,Unknown,Medium,IMG_081,car:0.39; smoke:1.00
IMG-082,Image,Fire and Smoke Scene,Scene photograph,Unknown,High,IMG_082,car:0.33; fire:1.00; smoke:1.00; truck:0.48
IMG-083,Image,Smoke Scene,Scene photograph,Unknown,Medium,IMG_083,smoke:1.00; truck:0.82
IMG-084,Image,Fire Scene,Scene photograph,Unknown,High,IMG_084,fire:1.00
IMG-085,Image,Smoke Scene,Scene photograph,Unknown,Medium,IMG_085,smoke:1.00
IMG-086,Image,Smoke Scene,Scene photograph,Unknown,Medium,IMG_086,smoke:1.00
IMG-087,Image,Smoke Scene,Scene photograph,Unknown,Medium,IMG_087,car:0.50; person:0.73; smoke:1.00; truck:0.62
IMG-088,Image,Fire and Smoke Scene,Scene photograph,Unknown,High,IMG_088,car:0.59; fire:1.00; smoke:1.00
IMG-089,Image,Smoke Scene,Scene photograph,Unknown,Medium,IMG_089,car:0.75; person:0.92; smoke:1.00
IMG-090,Image,Fire Scene,Scene photograph,Unknown,High,IMG_090,fire:1.00; truck:0.72
IMG-091,Image,Smoke Scene,Scene photograph,Unknown,Medium,IMG_091,smoke:1.00
IMG-092,Image,Fire Scene,Scene photograph,Unknown,High,IMG_092,car:0.80; fire:1.00; truck:0.41
IMG-093,Image,Smoke Scene,Scene photograph,Unknown,Medium,IMG_093,smoke:1.00
IMG-094,Image,Fire Scene,Scene photograph,Unknown,High,IMG_094,fire:1.00; person:0.90
IMG-095,Image,Fire Scene,Scene photograph,Unknown,High,IMG_095,car:0.41; fire:1.00
IMG-096,Image,Smoke Scene,Scene photograph,Unknown,Medium,IMG_096,car:0.28; smoke:1.00; truck:0.32
IMG-097,Image,Fire and Smoke Scene,Scene photograph,Unknown,High,IMG_097,fire:1.00; smoke:1.00
IMG-098,Image,Fire Scene,Scene photograph,Unknown,High,IMG_098,fire:1.00; person:0.88
IMG-099,Image,Smoke Scene,Scene photograph,Unknown,Medium,IMG_099,person:0.75; smoke:1.00
IMG-100,Image,Smoke Scene,Scene photograph,Unknown,Medium,IMG_100,car:0.52; person:0.65; smoke:1.00; truck:0.46
IMG-101,Image,Fire and Smoke Scene,Scene photograph,Unknown,High,IMG_101,fire:1.00; smoke:1.00
IMG-102,Image,Smoke Scene,Scene photograph,Unknown,Medium,IMG_102,person:0.76; smoke:1.00
TXT-001,Text,Arrest / Investigation,JeffTusc Co,Unknown,High,TXT_001,"Active crime scene on I-59/20 near Jeff/Tusc Co line. One dead, one injured; shooting involved. Police search in the area; traffic stopped"
TXT-002,Text,Arrest / Investigation,"Monday, Word Tabernacle Church",Unknown,High,TXT_002,Police have arrested a suspect in the Monday shooting at the basketball courts behind Word Tabernacle Church. http://t.co/X67i7jajij
TXT-003,Text,Public Disturbance,Chicago Police,Unknown,High,TXT_003,Lawsuit alleges Chicago Police strip-searched trio in public http://t.co/NGVCe42BUW via @suntimes
TXT-004,Text,Arrest / Investigation,New NRA Advice,Unknown,High,TXT_004,New NRA Advice: Don't Cooperate With Police If Your Gun Shows Up At A Crime Scene;  http://t.co/f96jCNY3wV #patriots #liberty
TXT-005,Text,Public Disturbance,FGM,Unknown,High,TXT_005,"Police failing to stamp out ‘honour crimes’, from domestic violence and forced marriage to FGM and murder http://t.co/SLuXLgbQbU"
TXT-006,Text,Public Disturbance,Unknown,Unknown,High,TXT_006,"Today's front page: 
Police failing to stamp out ‘honour crimes’ http://t.co/SLuXLgbQbU http://t.co/w7ft9HW4Vx"
TXT-007,Text,Theft / Robbery,Town of Tonawanda Police Search for Bank Robbery Suspect,Unknown,High,TXT_007,"Town of Tonawanda Police Search for Bank Robbery Suspect
http://t.co/4aJxs3Mv9G http://t.co/320mwHfuPl"
TXT-008,Text,Public Disturbance,Unknown,Unknown,High,TXT_008,"Due to lack of police protection, #Christians in #Pakistan become easy targets for crime and abuse. http://t.co/6Ld0Zs9h29 ^ws"
TXT-009,Text,Arrest / Investigation,Unknown,Unknown,High,TXT_009,New #NRA Advice: Don't Cooperate With Police If Your Gun Shows Up At A Crime Scene http://t.co/ldIDJ75Did
TXT-010,Text,Public Disturbance,"Commish Batts, marijuana, Baltimore",Unknown,Medium,TXT_010,Commish Batts makes a strong case for legalizing marijuana - to end the violent MJ trade in Baltimore. @baltimoresun http://t.co/A0TRUflAYl
TXT-011,Text,Arrest / Investigation,Redbridge,Unknown,High,TXT_011,Police swoop on the homeless taking sleeping bags and food parcels in co-ordinated raids in Redbridge http://t.co/ZWmE54jhBP
TXT-012,Text,Public Disturbance,Unknown,Unknown,High,TXT_012,#NRAadvice: Don’t cooperate with police if your gun shows up at a crime scene: http://t.co/c96U10ed1l
TXT-013,Text,Arrest / Investigation,Devon Cornwall,Unknown,Medium,TXT_013,#Police : Become a Special Constable and help cut crime http://t.co/taxFZeQ4Vx Devon Cornwall
TXT-014,Text,Arrest / Investigation,Badger Guns,Unknown,High,TXT_014,BREAKING NEWS: Judge’s ruling favors officers in Badger Guns suit: http://t.co/QcQP0vLtd4
TXT-015,Text,Public Disturbance,Unknown,Unknown,High,TXT_015,Woman police sergeant dives in river to drag drowning woman to safety http://t.co/WKSZ2Obw1k via @MailOnline Just #crime fighters? Nope!!!
TXT-016,Text,Public Disturbance,"RT So AAP, Delhi",Unknown,High,TXT_016,RT @blackmagicgal1: So AAP will continue to cry foul at Delhi police whenever a crime is reported rather than take responsibility like a go…
TXT-017,Text,Public Disturbance,"RT CrimeLawlessness, Delhi Home, Delhi Police",Unknown,High,TXT_017,RT @shiven_gaur: Crime/Lawlessness has always been a problem in Delhi. Home minister and Delhi Police are answerable. Media shud stop blami…
TXT-018,Text,Public Disturbance,"RT CrimeLawlessness, Delhi Home, Delhi Police",Unknown,High,TXT_018,RT @shiven_gaur: Crime/Lawlessness has always been a problem in Delhi. Home minister and Delhi Police are answerable. Media shud stop blami…
TXT-019,Text,Public Disturbance,"RT CrimeLawlessness, Delhi Home, Delhi Police",Unknown,High,TXT_019,RT @shiven_gaur: Crime/Lawlessness has always been a problem in Delhi. Home minister and Delhi Police are answerable. Media shud stop blami…
TXT-020,Text,Arrest / Investigation,"RT Cause, RT Police",Unknown,High,TXT_020,RT @CherryFlavoredd: Cause there isn't any real crime anywhere.. RT @DrinkingTicket: Police around capstone dorm arresting kids looking dru…
TXT-021,Text,Public Disturbance,"RT CrimeLawlessness, Delhi Home, Delhi Police",Unknown,High,TXT_021,RT @shiven_gaur: Crime/Lawlessness has always been a problem in Delhi. Home minister and Delhi Police are answerable. Media shud stop blami…
TXT-022,Text,Arrest / Investigation,"RT Cause, RT Police",Unknown,High,TXT_022,RT @CherryFlavoredd: Cause there isn't any real crime anywhere.. RT @DrinkingTicket: Police around capstone dorm arresting kids looking dru…
TXT-023,Text,Public Disturbance,Unknown,Unknown,High,TXT_023,RT @DemandAction: #NRAadvice: Don’t cooperate with police if your gun shows up at a crime scene: http://t.co/c96U10ed1l
TXT-024,Text,Public Disturbance,"RT CrimeLawlessness, Delhi Home, Delhi Police",Unknown,High,TXT_024,RT @shiven_gaur: Crime/Lawlessness has always been a problem in Delhi. Home minister and Delhi Police are answerable. Media shud stop blami…
TXT-025,Text,Arrest / Investigation,RT Police,Unknown,High,TXT_025,Cause there isn't any real crime anywhere.. RT @DrinkingTicket: Police around capstone dorm arresting kids looking drunk coming back home...
TXT-026,Text,Arrest / Investigation,"India News, Delhi",Unknown,High,TXT_026,"India News Delhi Police arrests three  in Rs 8 cr heist, some cash recovered, mastermind absconding http://t.co/HiyzKtG4cN"
TXT-027,Text,Arrest / Investigation,"India News Police, Mumbai, 10 years",Unknown,High,TXT_027,"India News Police sniffer dog's bark lands man in Mumbai jail for 10 years, High Court orders his release http://t.co/KAd6IIFW7r"
TXT-028,Text,Theft / Robbery,"CrimeLawlessness, Delhi Home, Delhi Police, Media shud",Unknown,High,TXT_028,Crime/Lawlessness has always been a problem in Delhi. Home minister and Delhi Police are answerable. Media shud stop blaming AAP.
TXT-029,Text,Arrest / Investigation,Worlds Scariest Police Chases 4 Crime Documentary,Unknown,Medium,TXT_029,I added a video to a @YouTube playlist http://t.co/cir6DgKsvp World's Scariest Police Chases 4 (Crime Documentary)
TXT-030,Text,Arrest / Investigation,New Remedy Against Police Activities,Unknown,High,TXT_030,New #Legal Remedy Against Police Activities Within Criminal Investigations - Mondaq News Alerts (registration) http://t.co/S1XdGyPOUE
TXT-031,Text,Fire,Unknown,Unknown,High,TXT_031,"Police seek witnesses to grass fires (Delahey  - VIC):
http://t.co/7OEdJQvhMi"
TXT-032,Text,Arrest / Investigation,Unknown,Unknown,High,TXT_032,It's so shallow as for evry crime police is being blamed in #capital by govnment!they mean police has to b present ther b4 crime take place.
TXT-033,Text,Arrest / Investigation,Onitsha,Unknown,High,TXT_033,Police swoop on kidnappers’ den in Onitsha - http://t.co/HeOoghHHKt http://t.co/AuQrW32iil
TXT-034,Text,Arrest / Investigation,"US News, June 1998",Unknown,High,TXT_034,"RT @Gun_Shots: ""95% of the time police arrive too late to prevent a crime or arrest the suspect."" - US News and World Report, 17 June 1998"
TXT-035,Text,Arrest / Investigation,Carrie,Unknown,High,TXT_035,"@BansheeTvShow The entire police department, the bartender, the gay tech all were in the showdown but only Carrie is charged with a crime?"
TXT-036,Text,Public Disturbance,Unknown,Unknown,High,TXT_036,"Police union wants lock out zones expanded:
http://t.co/hu8zOehB7G"
TXT-037,Text,Arrest / Investigation,Petaluma,Unknown,High,TXT_037,Alert issued in Petaluma after men posing as police enter woman's home:  http://t.co/Gq7RrjkwXs
TXT-038,Text,Arrest / Investigation,"Bay Area, 17th",Unknown,High,TXT_038,Bay Area journos on crime beat: there are 4 police cars &amp; yellow tape at sunny spot med. MJ shop on 17th right now. Don't know what's up.
TXT-039,Text,Arrest / Investigation,RT Police,Unknown,High,TXT_039,"RT @Darius_Suber95: Police are supposed to be fighting crime on the streets, not sitting in a hiding spot waiting to give someone a hoe ass…"
TXT-040,Text,Arrest / Investigation,Peel Male Arrested,Unknown,High,TXT_040,"Peel #Police - Male Arrested on Attempt Murder Warrant http://t.co/tDQE83bFXX
 #crime"
TXT-041,Text,Arrest / Investigation,Belmar,Unknown,Medium,TXT_041,Belmar named St. Louis County police chief http://t.co/MXbeCRaJ5K
TXT-042,Text,Public Disturbance,"RT Is Mr, Delhi Police, Shiela Dikshits",Unknown,High,TXT_042,RT @geophyraj: Is Mr @ArvindKejriwal going to blame Delhi Police for every crime in the city? Then what was Shiela Dikshit's fault?
TXT-043,Text,Theft / Robbery,Unknown,Unknown,High,TXT_043,"""Men posing as police: Petaluma home invasion.""

Uh, I'm not letting any cop in w/out a badge number confirmed.

http://t.co/90vu7IBTx1"
TXT-044,Text,Theft / Robbery,Unknown,Unknown,High,TXT_044,"#NidoTaniam paid for breaking the glass, why were the shopkeepers not made to pay for their crime of beating him.#Delhi police must answer"
TXT-045,Text,Assault / Shooting,"The Times Picayune Police, Pontchartrain Park",Unknown,High,TXT_045,The Times Picayune - Police investigating shooting in Pontchartrain Park http://t.co/iVehmyxnys
TXT-046,Text,Theft / Robbery,Unknown,Unknown,High,TXT_046,"#NidoTaniam paid for breaking the glass, why were the shopkeepers not made to pay for their crime of beating him.#Delhi police must answer"
TXT-047,Text,Public Disturbance,"RT So AAP, Delhi",Unknown,High,TXT_047,RT @blackmagicgal1: So AAP will continue to cry foul at Delhi police whenever a crime is reported rather than take responsibility like a go…
TXT-048,Text,Arrest / Investigation,"US Marshals Task Force, Toledo Police Arrest Final Suspect",Unknown,High,TXT_048,#Justice U.S. Marshals Task Force and Toledo Police Arrest Final Suspect in Murder Case: Tole... http://t.co/c5u4Mw7Feq #crime #HiTechCJ
TXT-049,Text,Arrest / Investigation,Petaluma,Unknown,High,TXT_049,Alert issued in Petaluma after men posing as police enter woman's home http://t.co/lVcwrHXthc #bayarea
TXT-050,Text,Arrest / Investigation,Unknown,Unknown,High,TXT_050,Watching crime and investigation and one of the police audio analysis investigators is wearing a pair of beats audio headphones.
TXT-051,Text,Public Disturbance,Petaluma,Unknown,High,TXT_051,Alert issued in Petaluma after men posing as police enter woman's home: Petaluma police issued a prowler alert... http://t.co/2iQRugpWfn
TXT-052,Text,Arrest / Investigation,Pontchartrain Park,Unknown,High,TXT_052,via @NOLAnews Police investigating shooting in Pontchartrain Park http://t.co/ikLjlj9V6V
TXT-053,Text,Arrest / Investigation,"James Craig, Detroit",Unknown,High,TXT_053,Police Chief James Craig: More guns could equal less crime in Detroit http://t.co/CACeNrG6Kt
TXT-054,Text,Public Disturbance,Unknown,Unknown,High,TXT_054,Again port st lucie!i know there's crime everywhere but they just stupid here http://t.co/qdSW6gWSA4
TXT-055,Text,Arrest / Investigation,Unknown,Unknown,High,TXT_055,Crime reports offered online http://t.co/gW087y5ELT
TXT-056,Text,Arrest / Investigation,Unknown,Unknown,High,TXT_056,Crime reports offered online http://t.co/tmzdPaJaWi
TXT-057,Text,Arrest / Investigation,Lincolnshire,Unknown,Medium,TXT_057,"Safeguarding: Investigation into 'why Lincolnshire police marked one third of all reported rapes as 'no crime'':
http://t.co/MvMGf8Ehzv"
TXT-058,Text,Public Disturbance,Petaluma,Unknown,High,TXT_058,Alert issued in Petaluma after men posing as police enter woman's home: Petaluma police issued a prowler alert... http://t.co/Gq7RrjkwXs
TXT-059,Text,Public Disturbance,Unknown,Unknown,High,TXT_059,RT @Sissy2814: Some ppl are unfit to deserve such loyal companion. This is a crime if you see this call police. http://t.co/IDcRLIDO5L WHO …
TXT-060,Text,Public Disturbance,Unknown,Unknown,High,TXT_060,RT @Sissy2814: Some ppl are unfit to deserve such loyal companion. This is a crime if you see this call police. http://t.co/IDcRLIDO5L WHO …
TXT-061,Text,Arrest / Investigation,Unknown,Unknown,High,TXT_061,Suburban Crime Log: 2-01 http://t.co/bCWfqPZo0W
TXT-062,Text,Arrest / Investigation,Unknown,Unknown,High,TXT_062,Suburban Crime Log: 2-01 http://t.co/rf5vK5sh5X
TXT-063,Text,Arrest / Investigation,Unknown,Unknown,Medium,TXT_063,UPDATED: Big data: police given access to British army's crime-fighting software http://t.co/XkU8xSx6vV
TXT-064,Text,Public Disturbance,Unknown,Unknown,High,TXT_064,RT @DemandAction: #NRAadvice: Don’t cooperate with police if your gun shows up at a crime scene: http://t.co/c96U10ed1l
TXT-065,Text,Arrest / Investigation,"Delhi Police, Zee News",Unknown,High,TXT_065,"Arunachal student death: Delhi Police files murder case, magisterial probe ordered - Zee News http://t.co/nJewusvPbX"
TXT-066,Text,Public Disturbance,Unknown,Unknown,High,TXT_066,"What if instead of police dogs, there were giant man-sized police spiders.

There would never be crime."
TXT-067,Text,Arrest / Investigation,"RT Police, Pontchartrain Park",Unknown,High,TXT_067,RT @NOLAnews: Police investigating shooting in Pontchartrain Park http://t.co/JFassdU7iv
TXT-068,Text,Arrest / Investigation,"RT Police, Pontchartrain Park",Unknown,High,TXT_068,RT @NOLAnews: Police investigating shooting in Pontchartrain Park http://t.co/JFassdU7iv
TXT-069,Text,Arrest / Investigation,Pontchartrain Park,Unknown,High,TXT_069,Police investigating shooting in Pontchartrain Park http://t.co/JFassdU7iv
TXT-070,Text,Assault / Shooting,"Clarksville, CPD",Unknown,High,TXT_070,"Tip helps Clarksville police foil school shooting, CPD says http://t.co/69W4Bkxaf4"
TXT-071,Text,Arrest / Investigation,"Simi Valley, Friday, Simi Valleys",Unknown,High,TXT_071,Simi Valley sees second-safest year on record: Police said Friday that Simi Valley's crime rate fell to 14.8... http://t.co/QZbDdUzHT5
TXT-072,Text,Assault / Shooting,"Gentilly, Saturday Jan 31 night",Unknown,High,TXT_072,Police investigating shooting in Pontchartrain Park: Man shot in Gentilly neighborhood Saturday (Jan. 31) night. http://t.co/k55h9KWFdZ
TXT-073,Text,Public Disturbance,RT Imagine if Police,Unknown,High,TXT_073,RT @awkwardposts: Imagine if Police had giant police spiders instead of police dogs. There would be no crime.
TXT-074,Text,Public Disturbance,Unknown,Unknown,High,TXT_074,"Behind teen’s heroin overdose death, a troubling trend http://t.co/cxb8uv4giR"
TXT-075,Text,Arrest / Investigation,Unknown,Unknown,High,TXT_075,Police searching for victims in alleged child porn bust http://t.co/bFxRozE3FW
TXT-076,Text,Arrest / Investigation,Pontchartrain Park,Unknown,High,TXT_076,Police investigating shooting in Pontchartrain Park http://t.co/BzP5fIOhAo
TXT-077,Text,Arrest / Investigation,Springfield,Unknown,Medium,TXT_077,"Police: Drugs, definitions behind crime rise: The number of serious crimes reported to Springfield police... http://t.co/CagUK9Pc4q"
TXT-078,Text,Arrest / Investigation,NewsLeader Police Drugs,Unknown,High,TXT_078,"News-Leader: Police: Drugs, definitions behind crime rise http://t.co/F9w3NAuM2K"
TXT-079,Text,Arrest / Investigation,"RT Yeshv, Delhi",Unknown,High,TXT_079,"RT @SinghRPN: .@AngellicAribam Yes,hv spoken to Delhi police for full and speedy probe,it is the most dastardly crime.shames all of us as I…"
TXT-080,Text,Arrest / Investigation,Unknown,Unknown,High,TXT_080,West Yorkshire’s police commissioner announces two per cent council tax hike: WEST Yorkshire’s police and crime... http://t.co/05x0dIeq57
TXT-081,Text,Arrest / Investigation,San Francisco,Unknown,High,TXT_081,"""San Francisco police don’t keep crime stats as well as #Oakland"" http://t.co/IcDYOF9VgI"
TXT-082,Text,Public Disturbance,Unknown,Unknown,High,TXT_082,"RT @girlweena: Just heard a police detective say ""interwishin'"" instead of ""intuition"" and am now considering a life of crime."
TXT-083,Text,Arrest / Investigation,Unknown,Unknown,Medium,TXT_083,"@stephgrain My response won't change from ""no comment."" If u have knowledge of a crime report to http://t.co/o0J6860Dun local police twitter"
TXT-084,Text,Public Disturbance,McLean High School,Unknown,High,TXT_084,McLean High School student’s heroin overdose shows disturbing trend facing police http://t.co/tqZiCJ0ReA
TXT-085,Text,Public Disturbance,McLean High School,Unknown,High,TXT_085,McLean High School student’s heroin overdose shows disturbing trend facing police http://t.co/IcOKW2gOiz
TXT-086,Text,Public Disturbance,McLean High School,Unknown,High,TXT_086,McLean High School student’s heroin overdose shows disturbing trend facing police http://t.co/V8DiQnF9aG
TXT-087,Text,Public Disturbance,McLean High School,Unknown,High,TXT_087,McLean High School student’s heroin overdose shows disturbing trend facing police http://t.co/aCmS22XMt4
TXT-088,Text,Public Disturbance,McLean High School,Unknown,High,TXT_088,McLean High School student’s heroin overdose shows disturbing trend facing police http://t.co/cuhrnmsmtn
TXT-089,Text,Public Disturbance,McLean High School,Unknown,High,TXT_089,McLean High School student’s heroin overdose shows disturbing trend facing police http://t.co/lmetostVCT
TXT-090,Text,Public Disturbance,McLean High School,Unknown,High,TXT_090,McLean High School student’s heroin overdose shows disturbing trend facing police http://t.co/dSIiQNTVwz
TXT-091,Text,Public Disturbance,Unknown,Unknown,High,TXT_091,"Crime prevention education, animal control services &amp; house watch are just a few ways our police force makes citizens feel safe &amp; secure."
TXT-092,Text,Public Disturbance,"BigotryIrrationalityMisogyny a Way o, Crimegt",Unknown,High,TXT_092,@Vote4AAP @AamAadmiParty @MSisodia&gt;RSS etc's Bigotry-Irrationality-Misogyny a Way o Life-80% Ppl w/ NO Civic SENSE-Police Partners of Crime&gt;
TXT-093,Text,Arrest / Investigation,Perugias,Unknown,High,TXT_093,@pataz1 Her DNA was not found mixed all over the crime scene. Also Perugia's police allowed crime scene to be traipsed over multiple times.
TXT-094,Text,Public Disturbance,"RT Now Greens Hansen Young, Mt Thomas",Unknown,High,TXT_094,RT @ABCNews24_: Now: Greens Hansen Young says closure of Mt Thomas police station reckless and will increase crime from Ramsay Street to Su…
TXT-095,Text,Road Accident,Unknown,Unknown,Medium,TXT_095,2/2 Police will assist with injured animals when they are on a highway or where a crime is suspected
TXT-096,Text,Public Disturbance,Unknown,Unknown,High,TXT_096,@NoMoreDemocracy there's crime in it but no police or anything like that.
TXT-097,Text,Arrest / Investigation,"RT Yeshv, Delhi",Unknown,High,TXT_097,"RT @SinghRPN: .@AngellicAribam Yes,hv spoken to Delhi police for full and speedy probe,it is the most dastardly crime.shames all of us as I…"
TXT-098,Text,Arrest / Investigation,"Heroin, McDonalds Happy Meals Police",Unknown,High,TXT_098,Heroin sold in McDonald's Happy Meals: Police http://t.co/4ZLnMPX3rc @bskousen we could of been rich!
TXT-099,Text,Arrest / Investigation,Samaritan,Unknown,High,TXT_099,Man sentenced for fraud: FLORENCE — A man who police said took advantage of a good Samaritan has been sentence... http://t.co/ZySyaI2YFh
TXT-100,Text,Missing Person,Unknown,Unknown,Low,TXT_100,#police #judgment #crime #court http://t.co/yXXZSpnmGO notes 6 #Laws You've Broken Without Even Realizing It http://t.co/cfuzHBt8kN
TXT-101,Text,Arrest / Investigation,"RT Yeshv, Delhi",Unknown,High,TXT_101,"RT @SinghRPN: .@AngellicAribam Yes,hv spoken to Delhi police for full and speedy probe,it is the most dastardly crime.shames all of us as I…"
TXT-102,Text,Public Disturbance,Unknown,Unknown,High,TXT_102,RT @DemandAction: #NRAadvice: Don’t cooperate with police if your gun shows up at a crime scene: http://t.co/c96U10ed1l
TXT-103,Text,Arrest / Investigation,"RT Yeshv, Delhi",Unknown,High,TXT_103,"RT @SinghRPN: .@AngellicAribam Yes,hv spoken to Delhi police for full and speedy probe,it is the most dastardly crime.shames all of us as I…"
TXT-104,Text,Arrest / Investigation,Baby Boy Death,Unknown,High,TXT_104,Baby Boy Death:  3 Arrested Over Murder http://t.co/rVZCBbtAEi #News #Crime #Police #PoliceAppeal
TXT-105,Text,Arrest / Investigation,"RT Richland Police Convicted, Richland Crime",Unknown,High,TXT_105,"RT @AbusedChildren: Richland: Police: Convicted child rapist living in Richland | Crime, fires &amp; court news |... http://t.co/7qfXmTza0l"
TXT-106,Text,Arrest / Investigation,Unknown,Unknown,High,TXT_106,"RT @AsperCat: French police arrest the man who tortured a cat and recorded it for Facebook: 
The Frenchman who was captured... http://t.co/…"
TXT-107,Text,Arrest / Investigation,"RT Richland Police Convicted, Richland Crime",Unknown,High,TXT_107,"RT @AbusedChildren: Richland: Police: Convicted child rapist living in Richland | Crime, fires &amp; court news |... http://t.co/7qfXmTza0l"
TXT-108,Text,Arrest / Investigation,Lying Bastards Of Baltimore Police,Unknown,High,TXT_108,"RT @BaltoSpectator: I uploaded a new track, ""Lying Bastards Of Baltimore Police"", on @spreaker #baltimore #crime #fascism http://t.co/A8hyR…"
TXT-109,Text,Public Disturbance,"RT So AAP, Delhi",Unknown,High,TXT_109,RT @blackmagicgal1: So AAP will continue to cry foul at Delhi police whenever a crime is reported rather than take responsibility like a go…
TXT-110,Text,Arrest / Investigation,"RT BREAKING NEWS Judges, Badger Guns",Unknown,High,TXT_110,RT @bradybuzz: BREAKING NEWS: Judge’s ruling favors officers in Badger Guns suit: http://t.co/QcQP0vLtd4
TXT-111,Text,Public Disturbance,Unknown,Unknown,High,TXT_111,"Driver blows over legal limit http://t.co/PvczzPY7EB
 #crime #Police #WestPerth"
TXT-112,Text,Arrest / Investigation,"RT BREAKING NEWS Judges, Badger Guns",Unknown,High,TXT_112,RT @bradybuzz: BREAKING NEWS: Judge’s ruling favors officers in Badger Guns suit: http://t.co/QcQP0vLtd4
TXT-113,Text,Arrest / Investigation,"RT Police news, Hamady",Unknown,High,TXT_113,RT @flintjournal: Police news: Billboards tout anonymity of new Crime Stoppers hotline; Hamady janitor accused of sexual relatio... http://…
TXT-114,Text,Public Disturbance,Unknown,Unknown,High,TXT_114,"RT @girlweena: Just heard a police detective say ""interwishin'"" instead of ""intuition"" and am now considering a life of crime."
TXT-115,Text,Public Disturbance,"Wyoming Highway Patrol, K9, Casper StarTribune Online",Unknown,High,TXT_115,Wyoming Highway Patrol mourns loss of K-9 unit - Casper Star-Tribune Online http://t.co/w4Iagyh5sx #PoliceNews
